category	text																										
Non-anti-LGBT+ content	Behave as if so smart. Smart a badhil sonnaa budhisaaliya. Asingam. Adhukooda puriyaadha muttaal.																										
Non-anti-LGBT+ content	@Abilash Abilash  hii Ur watsapp number																										
Non-anti-LGBT+ content	Evala asingima yasinumpola irukuu																										
Non-anti-LGBT+ content	Vera level thala ne🔥🔥love u❤️❤️																										
Non-anti-LGBT+ content	Love you akka😭😭																										
Non-anti-LGBT+ content	Unmai ya aluthutaya yow reyaly greate ya																										
Non-anti-LGBT+ content	😂Akash how r u																										
Non-anti-LGBT+ content	WONDERFULL VIDEO... KEEP GOING ASHIQ																										
Non-anti-LGBT+ content	Enime paiyanuku veetla ponnu pakurapaa entha ponnu ok va Antha ponnu ok va nnu kekathinga ...ponnuu ok va paiyan ok va nu kelunga nnu soldra😂😂																										
Non-anti-LGBT+ content	Entha manasu da... Emathuratha... Unga ellathaiyum... Irukkattom da unga ellathukum irukku																										
Non-anti-LGBT+ content	Naan driving solli kudukirean driver ah irukean 	 3 thirunangai ku ithuvara driving solli kuduthirukean.antha eallaaraiyum eanaku 100% pudikum best people's avanga																									
Non-anti-LGBT+ content	Super g semma illathavanghulu kutunga avanga pavam avanghalu sapatu potunga g																										
Homophobic	Sir neeinga fist ambalayanu poi doctor kita poinga																										
Non-anti-LGBT+ content	@desi yen NE Ena manmatha kunja avangala kalaikura, 1st unga munja pathutu apram mathavangala comment panunga																										
Homophobic	Nattula irukura prachana pathadu nu.. ivalunga Vera... Koduma da Sami.. 🤦. Nadu innum nasanama pogapodhu. With these kinda people.																										
Non-anti-LGBT+ content	LIVE & LET LIVE																										
Non-anti-LGBT+ content	Avangalukku aal erukkanga																										
Non-anti-LGBT+ content	Ennaku intha prank a watch pannaodana ennaku ammaaaaaaaaa feel varuthu intha transgender ennaku yetho engao amma va irukugaa																										
Homophobic	Ulaga niyadhikku murambanadhu 	 ...ulagam azhinjidum																									
Non-anti-LGBT+ content	Super da thampi																										
Non-anti-LGBT+ content	Bro part 2 potuga bro marana waiting bro																										
Non-anti-LGBT+ content	Super thambi 😊 akkaaaaaaa l love so much 😊 🥰🥰🥰																										
Non-anti-LGBT+ content	Nalla kullu akka																										
Non-anti-LGBT+ content	Pls enakkum oru nalla gay friend venum																										
Non-anti-LGBT+ content	Bro veara level bro part 2 eppo bro pandriga bro paavam bro thirumathi samma bro Akka romba nallavaga bro																										
Non-anti-LGBT+ content	Mam super paraunaga Nala anba pesuranga mam Rock orange saree																										
Non-anti-LGBT+ content	Prabu love U toooo																										
Non-anti-LGBT+ content	antha manasu tha 💙sir Kadavul 🙏🏼																										
Non-anti-LGBT+ content	Ivalu Peru irukuingla appo ellarukum  ponnu paiyano kalyana pannu vachu?																										
Non-anti-LGBT+ content	Pesra paiyan alagah irukan																										
Non-anti-LGBT+ content	Bro niraya views kidaikkkum																										
Non-anti-LGBT+ content	10th fulla ethu  enjoy  panniruken bro																										
Non-anti-LGBT+ content	Ambala Pombala vesam podala pa athu original thirunangai than..avanga pannathu thapputhan athukunu ambalanu sollatha pa nan work panren apdi trainukum kadaikum vasuluku porathu illai yaraum antha mathiri peasrathum illa oruthar panra thappuku eloraum peasathinga pls																										
Non-anti-LGBT+ content	Anand Kumar Rajagopalan ..	 nanri																									
Non-anti-LGBT+ content	Pooo d loosuuuu poooooo thriruthuuuu																										
Non-anti-LGBT+ content	Yes crt.... Aana ethana movie eduthalum..... Purijukkatha mattanga🥺😢																										
Non-anti-LGBT+ content	Ne solrathu correct than avanga enna sonalum natakuma..rompa over thimurula atuthunga..enaku evanga pidikala..film la than nallavangala pakuran..unmaiyula apdila iruka maturanga..																										
Non-anti-LGBT+ content	@Prem Nathan  unnoda ninaippu thappu vela seyiravangalum irukom pa																										
Non-anti-LGBT+ content	Mmm actually India la Gay ah irukranum ninacha bayam ah iruku... Ennaiya maari irukravanga kittta naan pesanum asai padren																										
Transphobic	Night fulla mater ku alaiuradhu day fulla pichaiku alaiuradhu idhula louds paaru potta p___a...																										
Non-anti-LGBT+ content	neengal solvathu unmaiye. hetero sex pandravanga ellam abalinga illa. enenral ivarkalal than pala sirumigal karpazhikka padugirarkal.																										
Non-anti-LGBT+ content	Thirunaggai Akka Vera level																										
Non-anti-LGBT+ content	Semma bro vera level																										
Non-anti-LGBT+ content	Malini sister nice speech :-)																										
Non-anti-LGBT+ content	Super sis 👍																										
Non-anti-LGBT+ content	Antha amma dance aadum pothu udambu silirkuthu😭😰																										
Non-anti-LGBT+ content	@G A U T I  Ada Neenga vera bro naane edhir paakala enaku ovoru naalu paithiyame pudichikum but my husband is a gem Oru Vela engalukulaiyum misunderstanding irundhirundha kandippa married life eh verithirullen.and all the best for u																										
Non-anti-LGBT+ content	Iva yenna loose ah																										
Homophobic	Oru payan ambala Mari irrukanum,ponnu ponna nadakanum,mathi nadantha thappu Thane.																										
Non-anti-LGBT+ content	Prakash Durairaj   ithellam god gift																										
Non-anti-LGBT+ content	Malini sis ..... I like ur Tamil speech  😘😘 Vera level sis ninga ..... Na unga periya fan 😍😍😍																										
Non-anti-LGBT+ content	Waiting part 2😎😎																										
Non-anti-LGBT+ content	unkala mathiri thivankal																										
Non-anti-LGBT+ content	I am waiting																										
Non-anti-LGBT+ content	@Thamizh Arasan  Yov, English la 'transgender' thaan ya... Yen ya sothikkra? 'Mr. Woman' ah? Ithukkum Thamizhkum ennaya sambantham?																										
Non-anti-LGBT+ content	Super bro Vera level																										
Non-anti-LGBT+ content	@Naveen Kumar   engalauku very engum kilagal kidaiyadhi😂🤣🤣																										
Non-anti-LGBT+ content	Police dvd pasangaluku ithuellam kannuku theriyatha																										
Non-anti-LGBT+ content	Appadiye besties pakkathulaye itupanka																										
Non-anti-LGBT+ content	Original ponna? Cheek bones, jaw line aambala maathiri iruntha, beautiful illaiya?																										
Non-anti-LGBT+ content	Varthaikku varthaya chellamunnu koopudranga 🤩																										
Non-anti-LGBT+ content	Ashiq spr.....elatayum orey mari iruka gud one																										
Non-anti-LGBT+ content	Any gays here																										
Non-anti-LGBT+ content	Akka ne enggayo poita akka ni vera level akka i, 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😘😘😘😘😘😘😘																										
Non-anti-LGBT+ content	Vera level acting bro...super																										
Non-anti-LGBT+ content	Super very great very very super😥😥																										
Non-anti-LGBT+ content	Antha sagothari kaga oru like👍																										
Non-anti-LGBT+ content	Correcta sonniga bro																										
Non-anti-LGBT+ content	@logesh M  aaama dude 😫😫😫aana na prank paaka vandhutan 😉😉😉😉																										
Non-anti-LGBT+ content	Andha Mansu tha kaduval..🥰🥰🥰🥰🥰😗😗😗																										
Homophobic	Eva kettupona mattum ellama oru ponnu vazhkaiya veenakitta. Suyanala kama pei																										
Non-anti-LGBT+ content	Trans su ngra worda hurt panna use pannathinga																										
Non-anti-LGBT+ content	En othunki pokanum,awargalum manithargal thaane																										
Non-anti-LGBT+ content	Neegalum Single tea channel Mari part 2 va Aduthu 3 ,4 irruku																										
Non-anti-LGBT+ content	Love you akka 😭😭😭																										
Non-anti-LGBT+ content	heee hee true bro																										
Homophobic	Poda call boy																										
Non-anti-LGBT+ content	enaku bus la oru time nadathuchu...																										
Non-anti-LGBT+ content	Saranya Charan super sister																										
Non-anti-LGBT+ content	Part 2 ku waiting																										
Non-anti-LGBT+ content	@MANI KR  intha mathiri Namma support pannomna unnamla santhora patothurenu ennu neraya pannuvanga bro athu ennum vethanay irukkum																										
Non-anti-LGBT+ content	Sema gandu aagiduven transgender ah kevalapaduthina meera mithun oru vera ragam atha transgender oda compare pani transgender ah kevalapaduthathingha 😂😂😂😂😂																										
Non-anti-LGBT+ content	Gad plas you																										
Non-anti-LGBT+ content	Chi ethellam oru polappa, thirunangai mela eruntha mariyathaiye poyedutchu.. Evangala yea yarume yeadhuvum ketka mattinguranga, pakkaththula erukkure gents kooda ketkala so sad....																										
Non-anti-LGBT+ content	vena en poola thaaren un kudumbathoda vanthu umbitu po																										
Non-anti-LGBT+ content	Insta la DM panuga bro																										
Non-anti-LGBT+ content	Akka nee great akka																										
Non-anti-LGBT+ content	Ellam prank showvaiyum mega thodar maadri .aakitingale																										
Non-anti-LGBT+ content	varattum varattum pakkalam ungala mari manithargalai yesuvargalai Ena seirar nu																										
Non-anti-LGBT+ content	oruthan over scene podrathu ponungala correct panrathukagava ?? athukaga inoru set of people aye asinga paduthalama ?? sir Ku apdi ethana pasanga propose pananga lam ?? over scene udambuku akathu thambi																										
Non-anti-LGBT+ content	Mic neenga video podunga pls 	 Na unga Story keadda piraguthan kai adippen✊💦💦 night mattum than keppa pannuva 	 Unga Story suuuuuuper... 💚💛❤																								
Non-anti-LGBT+ content	Super Akka 🙏🙏																										
Non-anti-LGBT+ content	@Mohamed Sameer namma renduperum ok va?																										
Non-anti-LGBT+ content	Irundha ena.. Irundhutu potum.. Neega endha grp nu pathu adhukula adanjikonga..😂																										
Non-anti-LGBT+ content	Vela seiya avunga ready ah illa sagoo																										
Non-anti-LGBT+ content	I'm waiting jaimani anna																										
Non-anti-LGBT+ content	paakurathuku munnadiye like panniten.....Good.																										
Non-anti-LGBT+ content	Sivasankar sir...ungalukku lesbian porantha ni ga yenna pannuvinga....eppdi tha avanga LA (avamaanam paduthi) (kindal Panni).....Avanga LA (tharkolaikku) uttpaduthuvinga laaa...																										
Non-anti-LGBT+ content	Action edukka vendum																										
Non-anti-LGBT+ content	Ethuvum oru peniyam																										
Non-anti-LGBT+ content	Romba nalavanga like here❤️																										
Non-anti-LGBT+ content	Semma acting thala apdiye thirunangai maathiri maaritinga.. 👌👌👌																										
Non-anti-LGBT+ content	Public lam Enna pannitu irukanga...  Ellarum antha thirunangaiya kekka vendiyathu thana...  Pavam Antha uncle 🙁🙁... Ivangala lam police kitta sonnalum thiruntha maattanga...  So badly thirunangai lam Chennai LA mattum than irukanga																										
Non-anti-LGBT+ content	Vera 11 ya nee........💯🙏🏽👍🏽✨																										
Non-anti-LGBT+ content	I am lesbian 😎🔥 girlas																										
Non-anti-LGBT+ content	Ayya white T-shirt! Tamil culture pathi mulusa padichitu pesunga ji!																										
Non-anti-LGBT+ content	Daii ....un vitla oru paiyan ipadi porakkum da apo therium vali vethanai ....kandipa nadakkum da																										
Non-anti-LGBT+ content	@Sharan Rasappan  nee romba innocent ya ippo than unaku puriyuthu😄un age enna?																										
Non-anti-LGBT+ content	Ur hard work can't dies bro .. vera level bro																										
Non-anti-LGBT+ content	Neega Vera level nanbargale																										
Non-anti-LGBT+ content	Ama bro kadupu aaguthu																										
Non-anti-LGBT+ content	Antha alavu neega weak huh irukingala																										
Non-anti-LGBT+ content	Nap queen na																										
Non-anti-LGBT+ content	nivetha sankar tnx																										
Non-anti-LGBT+ content	Yeah u true'																										
Non-anti-LGBT+ content	Yelarum CM cell ku complaint pannunga.																										
Transphobic	vayathavira yellam pesuthu loosu loosu.muthiiii pochi.kovam than varuthu😡																										
Non-anti-LGBT+ content	9:14...  andha manasu dha nga கடவுள் 🙏																										
Non-anti-LGBT+ content	Thank you :)																										
Non-anti-LGBT+ content	❣️Love you and congratulations akka❣️ sikkiram nurse aagi oosi poda vaanga☺️☺️																										
Non-anti-LGBT+ content	Last minite sema funny😂😂😂😂😂😂😂																										
Non-anti-LGBT+ content	Sema vera lavel																										
Non-anti-LGBT+ content	super bro.  thirunangaigal nalla manasu yellathukum   purinchika mudiuthu.																										
Non-anti-LGBT+ content	Magilvan nu yaara soldreenga???																										
Non-anti-LGBT+ content	Anna sikiroma 2nd part podunga egarly waiting																										
Transphobic	9no Ariel adithal kaja kaja kujua kuja																										
Non-anti-LGBT+ content	Sema bro I'm waiting part 2																										
Non-anti-LGBT+ content	Ellam manusana porulaa parkara ulagam nanba muthalil oruvara  manithana parkanum athu kunam unga kitta irukku ungala starting stage la irunthu like pandran bro innum ninga nalla pannanum all the best																										
Non-anti-LGBT+ content	Akka love u ka...good heart																										
Non-anti-LGBT+ content	Nanba neenga vera level nanba first,middle,last. Ellam nalla vellai seitathuku nanba																										
Non-anti-LGBT+ content	@harish balaji  dei lusu yaaru da naye ne na avaru sonnadhuku support pannenda oruvela neetha video vara mari aalu pola naaye																										
Non-anti-LGBT+ content	Mujiyama thukan than karanam																										
Non-anti-LGBT+ content	Bro scripted mari Nala teriyadhu bri																										
Non-anti-LGBT+ content	THIRUNANGAI YENDRU SOLVADAI VIDA SISTERS NU SOLLA LAME																										
Non-anti-LGBT+ content	Palmanikam Palmanikam ....purila ena solringa???																										
Non-anti-LGBT+ content	Ramesh Kumar athuvum iyarkayana unarchithaanga..																										
Transphobic	Ivananungala serupale atikanum																										
Non-anti-LGBT+ content	Itha video kaka ve Unga channel subscribe paniruken atha Akka ku unmaiyale nala manasu 🙏🙏																										
Non-anti-LGBT+ content	Bro Naa unga chennal ku suport panra yaa naa unga channel ku suport panrana thirunangaikal nammaloda god ha iruppanga adhu illama neenga oru time food ku padhupadra peoples ku food kuduttu irukkinga   Your really great Bro........																										
Non-anti-LGBT+ content	The great uingalai vanakukeren																										
Non-anti-LGBT+ content	Ama pa ena panrathu nan ulaithu sambarikren enaku awards ellom kuda kidaithu iruku evanga epdi panrathunala manasu kastapaduthu																										
Non-anti-LGBT+ content	😂😂😂😂 bro super																										
Non-anti-LGBT+ content	Bro sapadu kudukureenga k but dont take video																										
Non-anti-LGBT+ content	Bhuvi Bhuvi ,neeinga etha right nu solringa genetic disorder ullavangalaya illa normal aa ullavangalaya?..adhu oru disorder nu neeungaley solri la...oruthan enna da Na ithu varan nu solran ,avan aa en nee solla la.																										
Non-anti-LGBT+ content	@Sakthiveel Leelavathi  hi are you from																										
Non-anti-LGBT+ content	Ivlo keavalama indha ponna ellarum pesuribgale ivanga yarunnu ungalukku theriuma plss not commend others																										
Non-anti-LGBT+ content	Super akka .anththa akka super😘😘😘																										
Non-anti-LGBT+ content	Vomit varuthu ..																										
Non-anti-LGBT+ content	Avanga vere levell.......💕💕💕																										
Non-anti-LGBT+ content	Amma oda pasam ipadiyum kedaikkunu ipotha therinjikitta inime ivanga ellaraiyum  akkanu solla matta manasara vai naraiya Amma nu solli kuppuda pora																										
Non-anti-LGBT+ content	Akka I love you																										
Non-anti-LGBT+ content	Lgbt ok vanu keta sex ah pathi matume pesitu irukanha avnha feelings he puriranha ila... very poor																										
Non-anti-LGBT+ content	Vara vali la vangitu vantha maree erukea																										
Transphobic	Serupalaye adikanum..over talking..																										
Non-anti-LGBT+ content	😥😥😥 Romba emotional prank																										
Non-anti-LGBT+ content	ivanga train LA pandra attahasam thanga mudila..nanum face panniruken indha madhiri kasu ketu torture... railway police Ku inform panunga...																										
Transphobic	Indha polapukku sethudunga daa 9dhu thevidiyaapasangalaa																										
Non-anti-LGBT+ content	Ellam devolopment nu perla ellarum pesuranga apram neraya problem varum bothu therium...india culture         traditional apdi nu neraya iruku ana ipa athu ellam konjam konjma aliethu..athu yarukavuthu kannuku therietha....already north side la ellam pochu...ipa tamilnadula....																										
Non-anti-LGBT+ content	bro sema super👌																										
Non-anti-LGBT+ content	Best movie I ever seen... I lived in that Varun character... 😍😭😍..Antha Varun situation than Ella gay's Kum... 😭😭😭😭 but... Amma is Amma.... Society ku than payapudranga... But payan nallah erukanum nu than nenaikuranga... Gay VA eruntha kuda....																										
Non-anti-LGBT+ content	Ungala pakanum pola iruku nenga entha ooru plzz reply panunga na oru ponnu tha semma voice semma																										
Non-anti-LGBT+ content	@Ayy Ar  unga no anuppunga,na watsapp pukku try panren.																										
Homophobic	Poi saga sonnen... Ivala mathri gays and lesibians...																										
Non-anti-LGBT+ content	Anna part 1 2 ithula yara pathu kathu kathukitinga theva illa next pannatha																										
Non-anti-LGBT+ content	Thumbnail en Transgender nu podringa?? Male,Female nu podringala?? Intro la matum vakkanaiya pesuringa!																										
Non-anti-LGBT+ content	@N Nasrulla  mm																										
Non-anti-LGBT+ content	Hey...enaya nadakuthu..ulakathula epa dai...pogada dai..																										
Non-anti-LGBT+ content	Thank you Jesus																										
Non-anti-LGBT+ content	Good job bro																										
Non-anti-LGBT+ content	Ore episode la potu tholaingada																										
Non-anti-LGBT+ content	Nalla pesuringa akka super akka.																										
Non-anti-LGBT+ content	Transgender ha yena da solaavey illa pathalum appidi theriyala Voice dhan Katikudhukudhu																										
Non-anti-LGBT+ content	swetha k ,ethanai kovil sirpathula irruku,ore oru madabam la irruku...; Ana kovil sami appadi illaye , Ella kovil layum appadi illaye..?																										
Transphobic	9 Thevidiyas...poi Vela senji sapdungade loosu koothiss...																										
Transphobic	Pitchakara Moothevinga Train la Ukkara uda maatithunga Parathesinga thuu. Ithungaluku daily azha vendiyatha iruku																										
Non-anti-LGBT+ content	Like pannala poooi pannu																										
Homophobic	Akka supera judge haa titunegaa super. Inthaa thirupu naala naadu dhan ketupogum....																										
Homophobic	loosu koodhi munda modhalla yenn kelvikku badhil solludi oru pennum pennum thangaloda pennuruppa nakkikkiradhudhan unakku sexunna appo kadavul pengalukku maadhavidaya yedhukku vachchar oru aanum aanum thangaludaiya aanuruppa sappikkiradhum aasana vaayila aanuruppa nozhakkiradhumdhan unakku sexunna pinna kadavul yean vindhu yendra ondrai padaikkanum nee yenna kadavulaivida adhigam purinjavala oru penn innoru pennudan sex vaikka virumbuvadhum oru aan innoru aanudan sex vaithukkolla virumbuvadhum oru vagaiyana manachidhaivudhan adhavadhu nee oru mental koodhinnu artham unnoda bodu language modhalla normala irukkannu neeye unna kannaadi munnala ninnu paarudi																										
Non-anti-LGBT+ content	Lmfao y’all gay																										
Non-anti-LGBT+ content	Super..bro..... Eathvathu pannanunu..aasa intha antha akka ku pannunga brooo																										
Non-anti-LGBT+ content	Paul Evans naa illa... Oru vela support panra ellarayum apdi thaa kepana ... Indian celebrities mostly ellarum support panranga .. Support panra elarum homo illa OK... Seri apdi irunthalum unaku enna athula prechana .. Unna yaaru ipo disturb pannen																										
Non-anti-LGBT+ content	Thank you sir																										
Non-anti-LGBT+ content	Super to all transgender																										
Non-anti-LGBT+ content	Unga voice sema bro																										
Non-anti-LGBT+ content	Daiiii nalla ootura da en guru va																										
Non-anti-LGBT+ content	Pullarikithu pa 😍🥰😍																										
Non-anti-LGBT+ content	Enaku alugaiya varuthu😭																										
Non-anti-LGBT+ content	@Manikandan.. dai thevudiya payale yara paradesi nu solra .... pombala poriki thevudiya ........ Mariyatha kudutha mariyathaya pesanum ... othaaaa .... omala																										
Non-anti-LGBT+ content	Ithula irukaravanga erode tha																										
Non-anti-LGBT+ content	Nee umbu na nan umbuvan																										
Non-anti-LGBT+ content	Super akka 🙏🙏🙏🙏																										
Non-anti-LGBT+ content	😥😥😥 sathiyama soldra kankalagitta..😣😣😣																										
Non-anti-LGBT+ content	I help lgbt																										
Non-anti-LGBT+ content	Luv u anna.....																										
Homophobic	Asingama iruku Intha pilaygalayellam kapathanum kudumbamna appa,amma,anna,akka,thambi,marumagan,marumagal,appa magalode paduka mudiyathu,magan ammavoda paduka mudiyathu freedomnu sollitu ellorum ellorode paduka mudiyathu,nalaiku itheyum leagal akkuvanuga intha ambedarkar yen neekavillai,history nadanthuyellam nallathunu solla mudiyathu,itherku ore thirvu petrorgal pillaigala sariya valakanum illena ippaditha.																										
Non-anti-LGBT+ content	ithu pola , en valzkaiyilum nadantha nannum ipa happy ah irupa...but I miss my love																										
Homophobic	Unarvugal pathi solluringale.. apo neenga unga amma mela oru unarvu vantha avangalayum ipdi than pannuvingala????...	 Ithey neenga adopt panra ponne unga kooda unarvu adipadaila ungaloda thorapu vachukka virumbuna ok solluvingala....	 	  Puthisaliya pesratha nenappu intha ponnuku ponna paiyana ivanga??...																							
Non-anti-LGBT+ content	Vera level ahh irukum intha diologe mattum sollathinga																										
Non-anti-LGBT+ content	@Ayy Ar  OK good dear. Rest edunga. Cinna mapla  ungala pakkarutukku tudiya tudikkiran.nanum nammudaiya fun eppa  nadakkum enru etir  Patti kattukittu irukken. Unmaiya  sollanumna,annadam tungum botu  ungala ninachi talaganiyai katti pudicci tungikittu irukken. I really miss you chellam. Love you so much. Itu verum vartaigal mattum illai.adi manatiliruntu olikku oru anbu Sol.nettu ungala nenacci talaganiyai katti pudicci pudicci tungikittu irukkum botu ,ennaiyum ariyamal oru sambavam nadanturicci.ahhhhhhh.																										
Non-anti-LGBT+ content	Vera level questions akka......																										
Non-anti-LGBT+ content	Hey 😂🤣😅😅😅😂😂🤣🤣😅🤣🤣🤣😅vera meriii brooo																										
Non-anti-LGBT+ content	@Jeya Prakash  ithil enna irukirathu...thalaipail enna kutram kangirirgal...Sago onu sollata...Homosexual apdinrathu avuga avuga istam.avuga personel athula yae niga poi thalayiduriga...Aduthavan bedrooma poi pakurathuku yarkum rights illa																										
Non-anti-LGBT+ content	Una amma appa una valarhatha																										
Non-anti-LGBT+ content	Pesurathula nallatha irukku aana pesura visayamtha nalla illa																										
Non-anti-LGBT+ content	Pls comments close pannina atharikuravanga purinjukuravangalum nattula irukanganu yeppadi theriyum... Negativity mattumae pathu valkyvae porratama valdravangaluku atharava pesavum nenykavum namma natu allunga irukangangura nambiky comments open la irundhadhaan theriyum ...																										
Non-anti-LGBT+ content	So sweet akka 🤗																										
Non-anti-LGBT+ content	Indha madhiri pesura thirunangai galai arrest pannanum																										
Non-anti-LGBT+ content	Arey amin bhai																										
Non-anti-LGBT+ content	1st time unga video pakkura semmaya pandringa all the best neenga Vera level																										
Non-anti-LGBT+ content	Suganga kk Suganya kk just call me bala ..i don't like calling me bro ...																										
Non-anti-LGBT+ content	Yes .. yanoda Life la kuda epadithan nadakuthu .. yarrum kuda ela.. yankitta pasaravainga yallam sex ya pathithan pasarainga😭 ynoda life la na romba kassta padaran 😭.. Yanakunu yarrum ela .. appa ela .. friends ela.. na epovam  thaniya than erupan... Yarrum yen kuda pasakuda mataingaraing 😔😥😥😥 yana panrathu .. thariyala ..  😭😭😭😔😥😔																										
Non-anti-LGBT+ content	First interview eduthavaru ipo epdi irukarunu pakanum 😂😂😅																										
Homophobic	Proof enga d 9???																										
Non-anti-LGBT+ content	Sema kelvi bro																										
Homophobic	Malini pls ne pera mathiko thev***ya nu... 12:53 hey naye unaku avlo akkara iruntha Anadha Aasaramam vechi kolandhaingala pathukoyan athu unala mudiyuma illala.. unaku sex venun athuku ipdilan pesitu iruka un amma appa una mari ipdi nenachithangana iniki ne irunthurkavemata...    7:20 hey theru poriki naye serupala adipan church la irukavanga kuda una compare panana ne oru thevidiya avanga kadavulukaga kudumba life ah vitu kuduthavanga but ne sex kaga alayira theru nayi.. Yes animals homosexual than neyun nay than athan homosexual ah iruka....pls sis doctor kita poi counseling treatment eduthuko illana sekrama mental aaiduva... Sry una sis sola kuda aruverupa iruku.... Appa amma family traditional ithalan soli kuduthu intha naye valathu iruntha ithu olunga irunthurkin ithu ithu vara ethana per kuda poiruko athan public la ipdi pesthu....																										
Non-anti-LGBT+ content	Super malini akka																										
Non-anti-LGBT+ content	Wow Look like real girl																										
Non-anti-LGBT+ content	Ille ma avanga yelar kiteyum apdi dha pesuvanga ninga vere videos la parunga																										
Non-anti-LGBT+ content	Athu ena da transgender Katrina...just actress kathrina nu pota..namba paka matoma...ninga first marungapa...																										
Non-anti-LGBT+ content	God bless you bro																										
Non-anti-LGBT+ content	Po da su.... I 👽																										
Non-anti-LGBT+ content	Unmaiyave Vera level Anna. Avangadha unmaiyana manidhabimanatthoda valravanga.🤝🤝🤝👌																										
Non-anti-LGBT+ content	Heartfelt respect 🙏 Singapenneaa																										
Non-anti-LGBT+ content	dai machi superda  cuntinue pannu,, oll the best																										
Non-anti-LGBT+ content	Plz evangalah engayo paatha marri iruka Ethula act pannirukanga 1kg briyani tanah																										
Non-anti-LGBT+ content	@Arun pandiyan  dei anna... Naan ennoda comment sonen athu Evan kittayum kekanum nu avasiyam illa... istham iruntha padi illena unnoda velaya paaru																										
Non-anti-LGBT+ content	Yes	 ...Gays naley kevalamthanu pesuranga																									
Homophobic	anga pesaraveenga antha person romba buthisalimari pesaranga. ana ithanudaiya villaivu ennanu ungalluku aparamthan theriyum. please intha mathiri pannatheenga intha asigatha pannatheenga. stupid mari pannatheengga. ithaellam godnu orutharu pathutu irukaru. avaru kandipa intha manuchana padaichathuku romba kavala paduvaru. god (jesus) ungala thallivachara . neenga ithaellathuku ungaluku mula use aguthu. ana ungalukangayum orutharu irukarunu neinaika. manuchan yethukumae laikae illanu adikadi neenga proof pannireenga. please thaiava seichu stop pannuga. avangala yenkita vanthu pesa solluka. jesus is coming soon																										
Homophobic	Ithu oru  Kevalam. Unarvugal endra Peyaril  Ithai niyaaya  padutha mudiyathu. Ithu  Oru oonam  allathu wrong sprit.																										
Transphobic	intha panni galukku Vera velaye illai kasu illenu sonna yetho asingama panranunga kaval adhigari nadavadikkai yedukkavendum ivangalai siraiyil tallavendum																										
Non-anti-LGBT+ content	Hi bro suck pandrappo maximum	  evlo neram thaakku pidippeenga?																									
Homophobic	Thoo potta thevdiyaa payalunga gothaaEthu Onnum thappuu Eilla jiiiiiiii																										
Non-anti-LGBT+ content	Thambi Supara pesarenga, valthukal.																										
Non-anti-LGBT+ content	Podi thevudiya punda malini																										
Non-anti-LGBT+ content	Senthamarai Selvi ne nerla pathiya D koothi moodu video pathutu ne pesuva unaku therium adhu avan wifenu po d																										
Non-anti-LGBT+ content	Bro periya manasu ungalaukku, verithanam bro																										
Non-anti-LGBT+ content	Ungalamari therunangai yalatha motha therunangaikalu ketta peru																										
Non-anti-LGBT+ content	Nee Solratha kuda accept pannikalam but the way of your speaking tha sema gandu aguthu..periya Punda Mari pesatha veri aguthu...!!																										
Non-anti-LGBT+ content	Mohamed Frook Farook  annanu soldrathellam oru kuththamaaa...vera enna sollanum sollunge..																										
Non-anti-LGBT+ content	Love u bro 🥰🥰🥰🥰🥰																										
Non-anti-LGBT+ content	Ethana kari than thiinuvaru pavam avaru 😟																										
Homophobic	Iyarkai ya meeri edhu senjalum adhu asingam,paavam..EDHU SENJALUM..udane avan apdi panna adhu sari ya ivan ipdi panna idhu sariya nu keka varadhinga..anyways even u need sex..ella aamblayum yaarayum katti podala ella pomblayum prechna pandravanga illa..oru ponna pidicha adhukudhan Friend nu oru relationship iruku, adhu ava kuda paduthudhan proof pannanumlu avasiyamilla and moreover padukanumnu thonumbodhu anga adhu sex oriented aidudhu..unmaya sonna indha govt indha madhri sila vishayangala legalise aaknadhe rmba thappu..																										
Non-anti-LGBT+ content	Super bro 🙏🙏🙏🙏🙏🙏🙏																										
Non-anti-LGBT+ content	Neengalum oru kadavuldhan																										
Non-anti-LGBT+ content	Is Meera Mithun transgender																										
Non-anti-LGBT+ content	Love u akka																										
Non-anti-LGBT+ content	Kudu eppo enna																										
Non-anti-LGBT+ content	9:17 ennakkume. Anbe Sivam friends																										
Non-anti-LGBT+ content	@renga durai  ninga nalave iruka matinga ipdi sonna																										
Non-anti-LGBT+ content	pratap subramanyam  pangam broo																										
Non-anti-LGBT+ content	Super bro !																										
Non-anti-LGBT+ content	@Ayy Ar  OK semma dear, sappittacca.unga message gukku wait pannikittu irunten. Now i am ,taniya paduttukittu semma Modula padam partukittu irukken dear. Ungalai ninaiccikitte.																										
Non-anti-LGBT+ content	🤣🤣🤣🤣🤣🤣 idhu over scene ha iruke, bus la handbag adikura madhiri irukan avanuku poitu ponunga propose panangalam fb la 🤣🤣🤣😂																										
Non-anti-LGBT+ content	Please, Don't hurt transgender. Avunga touch Pana ena adichu ungaluku? Avangalu human being thana 🙂.																										
Homophobic	nalla ubmuvaya																										
Non-anti-LGBT+ content	Vera level ❤️																										
Non-anti-LGBT+ content	I love u 	 😘😘😘i want u💏💏💏 i like	  u very much💖💖💖💘💘💘																								
